Club Name,Recordings,Club Identifier,Country,Additional Info
BASQUET CLUB TECLA SALA,26,basquet-club-tecla-sala,Spain,
CMOB,87,union-saint-bruno,Unknown,
BASSETT,61,bassett-66333e6b,Unknown,
Bassin de Crussol Rugby,160,bassin-de-crussol-rugby,France,
Bassin Sud Minervois XV,19,bassin-sud-minervois-xv-5050802f,France,
Båstads GIF,212,baastads-gif-2,Sweden,
My Clubhouse,28,personal-aadf17d1,Unknown,
Batavia 90 - hardware,29,batavia-90-hardware,Unknown,
Bates,20,bates-college-womens-soccer,Unknown,
Batesville High School Girls Soccer,13,batesville-high-school-girls-soccer,United States,
Batesville Premier,100,batesville-premier,United States,
Bath Boys Soccer,52,bath-boys-soccer,England,
Bath City Academy,98,james-moon,England,
Bath City Women FC,41,bath-city-women-fc,England,
Bathgate Thistle,59,bathgate-thistle-cfc-df8b1585,Scotland,
Bath Girls Soccer,18,bass-girls-soccer,England,
Bath Ladies,13,winscombe-a602b251,England,
Bath Rugby,62,bath-rugby,England,
Bath Rugby,62,bath-rugby,England,
Bath Youth Football & Cheerleading,38,bath-youth-football-cheerleading-16ed9935,England,
Batley Bulldogs,26,craig-lingard,England,
Batley Boys ARLFC,139,batley-young-peoples-club,England,
BRMHS,16,baton-rouge-magnet-high-school-fff87e85,Unknown,
BRSC,120,baton-rouge-sc,Unknown,
BRSC,120,baton-rouge-sc,Unknown,
BRSC,120,baton-rouge-sc,Unknown,
BRSC 2010 Boys Black,82,baton-rouge-soccer-club-17f7d717,Unknown,
BRSC,120,baton-rouge-sc,Unknown,
Baton Rouge Soccer Club,12,baton-rouge-soccer-ckub,United States,Baton Rouge
Baton Rouge Soccer Club,12,baton-rouge-soccer-ckub,United States,Baton Rouge
BRSC,120,baton-rouge-sc,Unknown,
Baton Rouge Soccer Club,12,baton-rouge-soccer-ckub,United States,Baton Rouge
Akuma Sports,118,battersea-ironsides,Unknown,
Battle Creek,269,battle-creek-middle-school,United States,
Battlefield,132,battlefield-high-school-71c57bc5,United States,
Battlefield High School,67,battlefield-high-school,United States,
Battlefield Girls Soccer,211,battlefield-high-school-girls-soccer,United States,
BATTLEFORDS youth soccer inc,13,battlefords-youth-soccer-inc,Canada,
Battle Ground Academy,47,battle-ground-academy-3232c6ff,United States,
Battleground of champions 21,27,battleground-of-champions-21,Unknown,
Battle LC,16,battle-lc,Unknown,
Battle Mountain,136,battle-mountain,United States,
Battyeford,60,battyeford-sporting-club,England,
Bauer,142,bauer,Unknown,
Bau Family,22,silicon-valley-soccer-academy-6,Unknown,
B.AU maschinenservice GmbH,17,bau-maschinenservice-gmbh,Germany,
BA - UNI CDMX,27,barca-academy-2-012ccf54,Mexico,Mexico City
Bauunternehmen A. Gerke GmbH & Co.KG,37,bauunternehmen-a-gerke-gmbh-cokg,Germany,
BUSC,456,bavarian-united-soccer-club-88aeee15,Unknown,
Baxter FC,113,wakehurst-fc-1e1aa929,Unknown,
Bayamon,40,bayamon-football-club,Puerto Rico,
Bayardelle,258,stealth-lacrosse-inc,Unknown,
HTX-Central,43,houston-dynamo-dash-12,Unknown,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Surf,26,bay-area-surf-5d5a69a2,Unknown,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Stuart's Camera,40,ayso-united-silicon-valley,Unknown,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Bay Area Surf 11G RL,28,bay-area-surf-61900ad5,United States,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
BAY AREA SURF,314,fc-bay-area,United States,
BA Surf,58,bay-area-surf,Unknown,
BAY AREA SURF - GIRLS,25,bay-area-surf-girls,United States,
Bay Area Surf,22,kat-at-bay-area-surf-2012g-ecnl,United States,
Bay Area Surf Soccer Club,62,bay-area-surf-soccer-club,United States,
Bay Area United (Disabled),133,azaam-algahim,United States,
Bay Area United FC,33,bay-area-united,United States,
Bay City F.C.,66,bay-city-fc,United States,
Bay City John Glenn High School,60,bay-city-john-glenn-high-school,United States,
Bay City Reign,65,bay-city-reign-10g,United States,
Western,118,bay-city-western-high-school,Unknown,
Bayer Dormagen,26,bayer-dormagen-218b420b,Germany,
Bayerischer Fußballverband,332,bayerischer-fuballverband,Germany,
Bayer Uerdingen,46,bayer-uerdingen,Germany,
BAYEUX FC,51,bayeux-fc,France,
Bay FC Gks,19,bay-fc-gks,Unknown,
Burlington,83,burlington-8e671969,Unknown,
Bayhawks GU15,61,bayhawks-gu14,Unknown,
Bayless,81,bayless-high-school,Unknown,
Bay Lions,316,bay-lions-florida-soccer-club,Unknown,
Bay Lions FSC 2011 Elite,55,bay-lions-fsc-2011-elite,United States,
Bay Lions FSC 2012 & 2013,38,bay-lions-fsc-2012,United States,
Bay Lions FSC 2014 & 2009G,104,bay-lions-fsc-2014-2009g,United States,
Baylor Rugby Club,70,baylor-rugby-club,United States,
Baylor School,131,baylor-school,United States,
Baylor School Parent,11,baylor-school-4bd3566d,United States,
Baymen,17,baymen-23ed4168,Unknown,
Baynounah SC,63,baynounah-sc,United Arab Emirates,
Bay Oaks/East Bay United,18,east-bay-united-d238068b,United States,
Bay of Plenty Rugby,254,bay-of-plenty-rugby-union,New Zealand,
Bay of Plenty wheelchair rugby,24,bay-of-plenty-wheelchair-rugby,New Zealand,
Bay Olympic,434,bay-olympic,Germany,
**,123,cedar-stars-academy-2e73019c,Unknown,
Bayou Academy,83,bayou-academy-soccer,United States,
Blackhawks 08,49,houma-terrebonne-soccer-assocation,Unknown,
Bayou Soccer Club 2011B Gold,10,bayou-soccer-club-16847862,United States,
Herne bay women fc,19,herne-bay-fc-women,England,
Bayshore SC,153,bayshore-sc,Unknown,
Bayside,14,bayside-bea53ae1,Unknown,
Bayside 2010,20,bayside-colts,Unknown,
Bayside Argonauts,110,bayside-argonauts-football-club,Unknown,
Bayside FC,199,bayside-fc,Unknown,
Bayside,14,bayside-bea53ae1,Unknown,
Bayside FC,199,bayside-fc,Unknown,
RI Strikers,17,bayside-fc-ri-strikers,Unknown,
Bayside FC,199,bayside-fc,Unknown,
Bayside FC,199,bayside-fc,Unknown,
Bayside Ravens,112,bayside-ravens,Unknown,
Bayside,14,bayside-bea53ae1,Unknown,
Bays United,154,bays-united-football-club,Unknown,
Baysie,132,bayswater-city-soccer-club-a2922ab0,Unknown,
Bayswater City Soccer Club,111,bayswater-city-soccer-club-8c9f8140,Australia,
Bayswater Football Club,21,bayswater-football-club-4b936c39,Australia,
Baytown Saints,103,baytown-saints-panthers-07,United States,
Baytown Saints Young Soccer Club,45,baytown-saints-young-soccer-club-8862beb5,United States,
Baytown Saints Youth Soccer Club,125,baytown-saints-youth-soccer-club-2,United States,
Bay Utd,24,bay-united,Unknown,
Bay United,117,bay-united-soccer-club,Unknown,
Bay United,117,bay-united-soccer-club,Unknown,
Bay Valley Suns Sports Club,27,bay-valley-suns-sports-club,Unknown,
BB,10,bb-522dc932,Unknown,
BBC Basketball,24,bbc-basketball,Unknown,
BBC FALCO Gent,148,bbc-falco-gent,Belgium,Gent
BBC Houtem Redwolves,55,bbc-houtem-redwolves,Belgium,Houtem
Gent-Oost Eagles,35,bbc-melle-destelbergen-merelbeke,Belgium,Gent
BBC Rugby,10,todd-dammers,Unknown,
BBK klubbhus,112,bbk-klubbhus,Unknown,
BBL 2027 Girls Select,26,bbl-2027-girls-select,Unknown,
BBL Elite,15,pallone-lacrosse,Unknown,
BBRFC celtic,183,bbrfc-celtic,Unknown,
Alpha Dragons,63,alpha-dragons-c941f54b,Unknown,
BBVS 2024,42,bromfield-soccer,Unknown,
BC 09 Oberbruch,131,bc-09-oberbruch,Germany,
BC Efferen,74,bc-efferen,Germany,
BC Elite,15,bc-elite,Unknown,
BCFC Seniors,13,bcfc-seniors,Unknown,
BC Fire Soccer Club,111,kellogg-community-college,Unknown,
BC Fire SC,132,bc-fire-soccer-club,Unknown,
BC Fraire-Philippeville,20,bc-fraire-philippeville-f76e71ae,Belgium,
BCH,13,bch,Unknown,
BCHS Men's Soccer,29,bradshaw-christian-school-mens-soccer,United States,
B. CLEAN,53,b-clean,Unknown,
BCMD,118,bcmd,Unknown,
FC BCN PRO,143,bcn-pro-soccer,Unknown,
BCP,16,bcp,Unknown,
BC Rugby,110,british-columbia-rugby-union,Unknown,
BC SOCCER ASSOCIATION,177,bc-soccer-association-2,Unknown,
BC Sprimont,48,bc-sprimont,Belgium,
BC Tigers 07 Metro Boys,11,bc-tiger-07-metro-boys,United States,
BC Tigers FC 2008 Metro Boys & 2009 Div 2 Girls,27,bc-tigers-2008-metro-boys,United States,
BC United,411,bc-united,Unknown,
BCUSC,35,bcfc-f3c98d23,Unknown,
BCV,99,greystones-united-2,Unknown,
BD,240,north-carolina-football-club-12,Unknown,
BDFC,318,1-ff4d007f,Unknown,
BDS Veo,297,prime-soccer-club-3,Unknown,
BDV 2011s,211,full-name-5ba8d5d9,Unknown,
BE1 NFA,35,be1-national-football-academy,Unknown,
Be 7 Athletics,102,be-7-athletics,Unknown,
Celtic G13 White,33,beavercreek-soccer-association-celtic-soccer-club,Unknown,
Beach FC,16,beach-48c713e7,United States,
Beach Chalet Soccer Club,33,beach-chalet-sc,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach,119,ayso-united-southern-california,Unknown,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC G2013,272,beach-fc-4,United States,
Beach fc I. Ayala G12,21,beach-fc-da543312,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
BEACH FC,38,beach-fc-30a79ebb,United States,
BEACH FC,38,beach-fc-30a79ebb,United States,
Beach FC 2009 - Ayala,78,beach-fc-2009-ayala,United States,
Beach FC 2010,348,beach-fc-2010,United States,
BeachFC 2010B INTER,63,beachfc-2010b-inter,United States,
BEACH FC 2010B NPL MILAN,18,beach-fc-721c1946,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC Escartin,106,fc-premier-escartin,United States,
Beach FC G2009,45,beach-fc-7f1d0061,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC LB G2015 I Ayala,87,beach-fc-lb-g2015-verdin,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC_Lopez G10,19,beach-fc_lopez-g10,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC Verdin,106,beach_fc_verdin,United States,
Beach FC Wilmer 2014,37,beach-fc-7338738c,United States,
Beach FC 2012,46,beach-football-club-be19fa3d,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC Girls,1151,beach-football-club-girls,United States,
Beach FC Maudlin 2013,72,beach-futbol-club-9c6694c1,United States,
Beach FC,16,beach-48c713e7,United States,
BeachFC,32,beach-futbol-club-b59eb1fd,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach Futbol Club,248,beach-futbol-club-b2013-osborne,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC,16,beach-48c713e7,United States,
Beach FC 2016,144,soccer-games,United States,
Beach FC,16,beach-48c713e7,United States,
BeachFC G08 Barba,29,beach-futbol-club-a185e03d,United States,
Beach,119,ayso-united-southern-california,Unknown,
Beach FC G2010,16,beach-futbol-club-201,United States,
Beach FC Boys,2639,beach-futbol-club-3,United States,
Beach FC El Segundo,69,beach-futbol-club-el-segundo,United States,
Beach G2008 Delury,43,beach-g2008-delury,United States,
Beach Hut Football Club,55,beach-hut-football-club,England,
BMAFC,107,beachlands-maraetai-afc,Unknown,
Beachside 2010 MLS Next,11,beachside-2010-mls-next,United States,
Beachside SC North - 2013,25,beachside-soccer-club-ecf72fe3,United States,
Beachside,132,beachside-soccer-club-3,Unknown,
Beachside Soccer Club,188,beachside-soccer-club-of-conneticut,United States,
BSVB,33,beach-soccer-virginia-beach,Unknown,
Beach United FC,30,beach-united-fc,United States,
BeachwoodSC,232,beachwood-sports-club,Unknown,
Beacon Church FC,121,beacon-church-fc,England,
Beacon Hill Rovers Football Club,47,beaconhillroversfootballclub,England,
Beaconsfield Rugby Union Football Club Limited,63,beaconsfield-rugby-football-club-2,England,
Beaconsfield Town Football Club,71,beaconsfield-town-football-club-limited,England,
Be Active Football Academy,115,be-active-football-academy,Unknown,
Beadling Elite Red 2010 Girls,50,beadling-cfa10a27,United States,
Beadling,164,beadling,Unknown,
Beadling 2012 MLS,51,beadling-2012-north,United States,
City Ladies FC,19,city-ladies-football-club,England,City
City of Armagh Rugby Club,26,city-of-armagh-rugby-club-44e7ad13,Northern Ireland,Armagh
COBHC,48,city-of-bath-hockey-club,England,City of Bath Hockey Club (assumed)
City of Edinburgh Basketball,111,city-of-edinburgh-basketball-d8912ab1,Scotland,Edinburgh
City of Glasgow College,57,city-of-glasgow-college,Scotland,Glasgow
COH H-Town Soccer Academy,37,city-of-houston-h-town-soccer-academy,United States,Houston
COLBC,158,city-of-leeds-basketball-club,England,League unknown
City Of London,18,city-of-london,England,League unknown
CoLA HG,38,city-of-london-academy-highbury-grove,England,League unknown
Freemen's,88,city-of-london-freemens-school-2,England,League unknown
City of London School,423,city-of-london-school,England,London
Peterborough,66,city-of-peterborough-hc,England,League unknown
City of Stoke FC,14,city-of-stoke-football-club-27d3e7ae,England,Stoke-on-Trent
City of Stoke-on-Trent Sixth Form College,47,city-of-stoke-on-trent-sixth-form-college-14a36abb,England,Stoke-on-Trent
City of York HC,95,city-of-york-hockey-club-2,England,York
City Pirates,11,city-pirates-a583c81b,United States,League unknown
City Pirates,11,city-pirates-a583c81b,United States,League unknown
Cityroos,27,aydogan-football-management,United States,League unknown
citysc,155,sdsc-1ab2fc10,United States,League unknown
City SC,1068,city-sc,United States,League unknown
City SC,1068,city-sc,United States,League unknown
Carlsbad 2008 Thierry Bouchereau,63,carlsbad,United States,Carlsbad
City SC,1068,city-sc,United States,League unknown
CITY SC,24,city-sc-temecula-ed5cb634,United States,League unknown
City SC -  2012,50,city-sc-dowd-2012,United States,League unknown
City sc,27,city-sc-carlsbad-25287570,United States,League unknown
City Carlsbad,51,city-sc-carlsbad-7b0c07d0,United States,Carlsbad
City SC Carlsbad,116,city-sc-carlsbad-5036cdb6,United States,Carlsbad
City SC Carlsbad,116,city-sc-carlsbad-5036cdb6,United States,Carlsbad
City SC,1068,city-sc,United States,League unknown
City SC,1068,city-sc,United States,League unknown
City SC Metro BK,29,scott-horne,United States,League unknown
City SC San Marcos,28,city-sc-san-marcos-b818238a,United States,San Marcos
City SC San Marcos,28,city-sc-san-marcos-b818238a,United States,San Marcos
City SC San Marcos,28,city-sc-san-marcos-b818238a,United States,San Marcos
CitySC San Marcos,168,citysc-san-marcos,United States,San Marcos
G2006 Academy,43,city-sc-san-marcos-g2006-academy,United States,League unknown
City SC Southwest,150,city-sc-menifee-valley,United States,League unknown
City SC Tem EA2 B12,21,city-sc-temecula-744b6f47,United States,League unknown
City SC Temecula,92,city-sc-temecula-36b7b3ef,United States,Temecula
City SC,1068,city-sc,United States,League unknown
City SC Temecula CITY SC LE B11 Premier,52,city-sc-temecula-city-sc-le-b11-premier,United States,Temecula
City SC Utah,962,utah-soccer-alliance-6,United States,Utah
City SC Utah E64 08b PR,13,michael-joseph-wilson,United States,Utah
City SC Utah ACD,19,city-sc-utah-premier-08b-acd,United States,Utah
City SC UT Premier 13G - FV,24,city-sc-utah-premier-13g-fv,United States,Utah
City Select Youth Academy,64,elite-development-fc,United States,League unknown
City SC Lake Elsinore,82,city-soccer-club-lake-elsinore-c35f8614,United States,Lake Elsinore
City SC,1068,city-sc,United States,League unknown
City Soccer Programs,18,fc-veo-zimmer,United States,League unknown
City Sports Academy,92,city-sports-school-7fcce95e,United States,League unknown
CIUDAD DE GRANADA FF,52,ud-maracena,Spain,Granada
CIU FC Central Illinois,10,fcci,United States,Central Illinois
Central Illinois United,94,peoria-fc-united-2010-navy,United States,Central Illinois
CSS,116,civil-service-strollers-u20s,United States,League unknown
Civitanovese Calcio SSD Arl,13,gruppo-paolucci-srl-donazione,Italy,Civitanova Marche
CJ Carbone,110,cj-carbone,United States,League unknown
CJL,35,clifton-stallions-and-psa,United States,League unknown
CJ Sports Agency AB,13,cj-sports-agency-ab,Sweden,League unknown
CKEFA Media House,40,ckefa-media-house-157cc877,United States,League unknown
CK Fam,117,tsf-academy-53d29920,United States,League unknown
CK FC,39,kochat-fc,United States,League unknown
FCHS - CK,76,c-krushansky,United States,League unknown
Clach,108,clachnacuddin-football-club,Scotland,League unknown
Clach SYFA,42,clach-syfa,Scotland,League unknown
Clackamas United Soccer Club,194,clackamas-united-soccer-club-3,United States,Clackamas
Clackamas United Soccer Club 4444,101,clackamas-united-soccer-club-9d4665a5,United States,Clackamas
Clackamas Youth Football,15,clackamas-youth-football,United States,Clackamas
Clairac XIII,31,clairac-xiii,France,Clairac
Claires Court Senior Boys,155,claires-court-school,England,League unknown
Clamart Rugby 92,182,clamart-rugby-92,France,Clamart
Clanfield,116,clanfield,England,League unknown
Clanfield,116,clanfield,England,League unknown
CLanham,18,clanham,United States,League unknown
Clans,55,clan-na-gael-4896ddf1,United States,League unknown
Clans,55,clan-na-gael-4896ddf1,United States,League unknown
Clanna Gael Fontenoy GAA,54,clanna-gael-fontenoy-gaa-club,Ireland,Fontenoy
Clann na Banna CLG,27,clann-na-banna-clg,Ireland,League unknown
Clann NaGael,93,clann-na-gael,Ireland,League unknown
Clann na nGael GAA Club,52,clann-na-ngael-gaa-club,Ireland,GAA Club
Clanny85fc,151,clanny85fc,United States,League unknown
Clanwilliam,22,clanwilliam-fc-31f44e9c,United States,League unknown
Clapham,57,clapham-lacrosse-club,England,League unknown
The Rovers,47,clapham-rovers-fc,England,Clapham
Clapham Ultimate,238,clapham-ultimate,England,Clapham
